product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk,lead_time_demand,safety_stock,reorder_point,target_stock,recommended_order,stock_cover_days,stockout_probability,ml_risk,status
P1196,2024-07-15,S3,353,17,14,97,No,High,No,238,206.05,444.05,563.05,210.05,20.76,14.5,Low,Critical - Reorder Now
P1197,2024-07-16,S20,287,21,11,95,No,Medium,No,231,184.44,415.44,562.44,275.44,13.67,8.59,Low,Critical - Reorder Now
P1198,2024-07-17,S4,450,42,12,60,No,Medium,No,504,225.53,729.53,1023.53,573.53,10.71,10.0,Low,Critical - Reorder Now
P1199,2024-07-18,S19,194,85,2,77,Yes,Low,Yes,170,85.55,255.55,850.55,656.55,2.28,68.9,Medium,Critical - Reorder Now
P1200,2024-07-19,S3,155,116,11,68,No,Medium,No,1276,208.73,1484.73,2296.73,2141.73,1.34,38.13,Low,Critical - Reorder Now
P1201,2024-07-20,S19,171,82,7,72,No,High,No,574,163.64,737.64,1311.64,1140.64,2.09,29.5,Low,Critical - Reorder Now
P1202,2024-07-21,S20,334,49,1,99,No,Medium,No,49,54.53,103.53,446.53,112.53,6.82,13.74,Low,Low Stock
P1203,2024-07-22,S7,40,10,13,74,No,High,Yes,130,221.05,351.05,421.05,381.05,4.0,22.01,Low,Critical - Reorder Now
P1204,2024-07-23,S20,62,39,2,63,Yes,Low,No,78,90.92,168.92,441.92,379.92,1.59,29.67,Low,Critical - Reorder Now
P1205,2024-07-24,S9,22,114,12,92,No,Medium,No,1368,195.46,1563.46,2361.46,2339.46,0.19,38.06,Low,Critical - Reorder Now
P1206,2024-07-25,S1,359,18,8,83,No,High,No,144,166.5,310.5,436.5,77.5,19.94,37.39,Low,Low Stock
P1207,2024-07-26,S8,74,115,6,95,Yes,Medium,No,690,136.22,826.22,1631.22,1557.22,0.64,48.35,Medium,Critical - Reorder Now
P1208,2024-07-27,S7,47,76,14,69,No,Medium,No,1064,234.47,1298.47,1830.47,1783.47,0.62,41.79,Medium,Critical - Reorder Now
P1209,2024-07-28,S18,159,65,2,95,Yes,Medium,No,130,78.65,208.65,663.65,504.65,2.45,35.15,Low,Critical - Reorder Now
P1210,2024-07-29,S8,312,19,7,79,No,Medium,No,133,158.62,291.62,424.62,112.62,16.42,20.44,Low,Low Stock
P1211,2024-07-30,S1,117,58,4,70,No,Low,Yes,232,124.79,356.79,762.79,645.79,2.02,62.2,Medium,Critical - Reorder Now
P1212,2024-07-31,S11,99,31,2,71,No,High,No,62,87.85,149.85,366.85,267.85,3.19,13.1,Low,Critical - Reorder Now
P1213,2024-08-01,S18,379,17,12,77,Yes,Medium,Yes,204,209.56,413.56,532.56,153.56,22.29,60.39,Medium,Critical - Reorder Now
P1214,2024-08-02,S10,416,117,6,89,No,High,No,702,140.21,842.21,1661.21,1245.21,3.56,35.09,Low,Critical - Reorder Now
P1215,2024-08-03,S3,407,35,11,96,No,Low,Yes,385,183.54,568.54,813.54,406.54,11.63,21.07,Low,Critical - Reorder Now
P1216,2024-08-04,S7,166,39,9,79,Yes,High,No,351,179.86,530.86,803.86,637.86,4.26,19.88,Low,Critical - Reorder Now
P1217,2024-08-05,S16,289,64,11,84,No,High,No,704,194.34,898.34,1346.34,1057.34,4.52,34.21,Low,Critical - Reorder Now
P1218,2024-08-06,S16,439,10,9,71,No,Low,No,90,186.37,276.37,346.37,0.0,43.9,47.9,Medium,Overstock
P1219,2024-08-07,S20,155,73,14,80,Yes,Medium,No,1022,223.3,1245.3,1756.3,1601.3,2.12,57.78,Medium,Critical - Reorder Now
P1220,2024-08-08,S17,420,90,8,84,No,High,No,720,165.73,885.73,1515.73,1095.73,4.67,13.26,Low,Critical - Reorder Now
P1221,2024-08-09,S2,6,62,3,70,No,High,Yes,186,108.07,294.07,728.07,722.07,0.1,69.4,Medium,Critical - Reorder Now
P1222,2024-08-10,S1,195,53,3,68,No,Medium,No,159,109.01,268.01,639.01,444.01,3.68,18.09,Low,Critical - Reorder Now
P1223,2024-08-11,S16,420,27,2,84,No,Medium,No,54,82.87,136.87,325.87,0.0,15.56,12.18,Low,Overstock
P1224,2024-08-12,S12,55,93,5,94,Yes,High,Yes,465,124.96,589.96,1240.96,1185.96,0.59,47.51,Medium,Critical - Reorder Now
P1225,2024-08-13,S5,320,38,14,91,No,Low,Yes,532,212.14,744.14,1010.14,690.14,8.42,56.62,Medium,Critical - Reorder Now
P1226,2024-08-14,S5,192,30,12,73,No,Medium,No,360,213.32,573.32,783.32,591.32,6.4,17.06,Low,Critical - Reorder Now
P1227,2024-08-15,S9,46,51,14,60,Yes,Medium,Yes,714,243.6,957.6,1314.6,1268.6,0.9,71.59,High,Critical - Reorder Now
P1228,2024-08-16,S9,147,9,4,76,No,Low,No,36,121.53,157.53,220.53,73.53,16.33,14.22,Low,Critical - Reorder Now
P1229,2024-08-17,S3,274,94,7,84,No,High,Yes,658,155.03,813.03,1471.03,1197.03,2.91,69.41,Medium,Critical - Reorder Now
P1230,2024-08-18,S19,156,24,4,67,No,Medium,No,96,126.41,222.41,390.41,234.41,6.5,16.58,Low,Critical - Reorder Now
P1231,2024-08-19,S16,201,10,9,64,Yes,High,Yes,90,192.06,282.06,352.06,151.06,20.1,63.11,Medium,Critical - Reorder Now
P1232,2024-08-20,S16,443,74,12,64,No,High,No,888,221.77,1109.77,1627.77,1184.77,5.99,11.39,Low,Critical - Reorder Now
P1233,2024-08-21,S3,401,63,12,94,Yes,High,No,756,193.58,949.58,1390.58,989.58,6.37,16.42,Low,Critical - Reorder Now
P1234,2024-08-22,S20,475,68,2,78,No,Low,No,136,85.17,221.17,697.17,222.17,6.99,16.94,Low,Low Stock
P1235,2024-08-23,S1,418,118,11,82,No,High,No,1298,196.14,1494.14,2320.14,1902.14,3.54,32.66,Low,Critical - Reorder Now
P1236,2024-08-24,S20,426,22,14,68,No,High,No,308,235.48,543.48,697.48,271.48,19.36,5.92,Low,Critical - Reorder Now
P1237,2024-08-25,S11,494,8,6,89,Yes,Medium,Yes,48,140.21,188.21,244.21,0.0,61.75,26.42,Low,Overstock
P1238,2024-08-26,S17,478,21,7,75,No,Medium,Yes,147,161.49,308.49,455.49,0.0,22.76,38.66,Low,Healthy
P1239,2024-08-27,S8,474,18,4,92,Yes,Low,Yes,72,112.85,184.85,310.85,0.0,26.33,52.82,Medium,Overstock
P1240,2024-08-28,S4,125,82,13,61,Yes,Low,No,1066,233.76,1299.76,1873.76,1748.76,1.52,13.65,Low,Critical - Reorder Now
P1241,2024-08-29,S6,394,17,6,73,No,Medium,No,102,150.84,252.84,371.84,0.0,23.18,34.23,Low,Healthy
P1242,2024-08-30,S8,304,11,7,60,No,Medium,No,77,172.25,249.25,326.25,22.25,27.64,28.2,Low,Low Stock
P1243,2024-08-31,S20,368,48,4,85,Yes,Low,No,192,116.65,308.65,644.65,276.65,7.67,52.27,Medium,Low Stock
P1244,2024-09-01,S3,293,19,8,84,Yes,High,No,152,165.73,317.73,450.73,157.73,15.42,27.54,Low,Critical - Reorder Now
P1245,2024-09-02,S16,63,23,9,75,No,Low,No,207,183.11,390.11,551.11,488.11,2.74,15.28,Low,Critical - Reorder Now
P1246,2024-09-03,S3,324,67,1,74,No,High,No,67,61.31,128.31,597.31,273.31,4.84,17.36,Low,Low Stock
P1247,2024-09-04,S18,391,111,7,85,Yes,Medium,No,777,154.31,931.31,1708.31,1317.31,3.52,36.26,Low,Critical - Reorder Now
P1248,2024-09-05,S14,417,115,9,75,No,Medium,Yes,1035,183.11,1218.11,2023.11,1606.11,3.63,64.94,Medium,Critical - Reorder Now
P1249,2024-09-06,S18,175,112,12,73,No,Medium,No,1344,213.32,1557.32,2341.32,2166.32,1.56,15.16,Low,Critical - Reorder Now
P1250,2024-09-07,S2,115,39,10,88,No,High,No,390,181.86,571.86,844.86,729.86,2.95,29.4,Low,Critical - Reorder Now
P1251,2024-09-08,S3,439,85,5,83,No,Low,No,425,131.63,556.63,1151.63,712.63,5.16,25.4,Low,Critical - Reorder Now
P1252,2024-09-09,S16,203,39,12,74,Yes,High,No,468,212.38,680.38,953.38,750.38,5.21,14.52,Low,Critical - Reorder Now
P1253,2024-09-10,S9,485,23,2,78,No,Low,No,46,85.17,131.17,292.17,0.0,21.09,14.81,Low,Overstock
P1254,2024-09-11,S4,320,24,10,67,No,Low,No,240,199.88,439.88,607.88,287.88,13.33,31.7,Low,Critical - Reorder Now
P1255,2024-09-12,S1,30,104,6,93,No,Low,Yes,624,137.55,761.55,1489.55,1459.55,0.29,78.78,High,Critical - Reorder Now
P1256,2024-09-13,S4,387,39,12,61,No,Medium,No,468,224.59,692.59,965.59,578.59,9.92,20.63,Low,Critical - Reorder Now
P1257,2024-09-14,S1,112,36,12,86,No,Low,No,432,201.1,633.1,885.1,773.1,3.11,27.47,Low,Critical - Reorder Now
P1258,2024-09-15,S14,364,52,7,69,Yes,Medium,No,364,165.79,529.79,893.79,529.79,7.0,23.03,Low,Critical - Reorder Now
P1259,2024-09-16,S16,433,48,2,94,Yes,Low,No,96,79.03,175.03,511.03,78.03,9.02,37.17,Low,Low Stock
P1260,2024-09-17,S20,324,108,2,82,Yes,Low,Yes,216,83.63,299.63,1055.63,731.63,3.0,21.04,Low,Low Stock
P1261,2024-09-18,S8,413,28,10,67,No,Medium,No,280,199.88,479.88,675.88,262.88,14.75,26.98,Low,Critical - Reorder Now
P1262,2024-09-19,S7,375,65,14,87,No,Medium,No,910,216.2,1126.2,1581.2,1206.2,5.77,13.45,Low,Critical - Reorder Now
P1263,2024-09-20,S3,343,21,12,82,No,High,No,252,204.86,456.86,603.86,260.86,16.33,21.72,Low,Critical - Reorder Now
P1264,2024-09-21,S17,442,75,10,63,Yes,Low,No,750,203.31,953.31,1478.31,1036.31,5.89,14.89,Low,Critical - Reorder Now
P1265,2024-09-22,S1,66,111,1,73,No,Medium,Yes,111,61.58,172.58,949.58,883.58,0.59,64.41,Medium,Critical - Reorder Now
P1266,2024-09-23,S16,74,54,4,88,No,High,Yes,216,115.02,331.02,709.02,635.02,1.37,62.86,Medium,Critical - Reorder Now
P1267,2024-09-24,S12,44,69,7,60,No,High,No,483,172.25,655.25,1138.25,1094.25,0.64,17.03,Low,Critical - Reorder Now
P1268,2024-09-25,S19,259,103,14,63,Yes,Medium,No,1442,240.56,1682.56,2403.56,2144.56,2.51,28.23,Low,Critical - Reorder Now
P1269,2024-09-26,S14,153,36,9,91,Yes,Low,No,324,170.09,494.09,746.09,593.09,4.25,40.44,Medium,Critical - Reorder Now
P1270,2024-09-27,S6,154,40,3,92,No,High,No,120,97.73,217.73,497.73,343.73,3.85,13.89,Low,Critical - Reorder Now
P1271,2024-09-28,S6,429,17,12,85,No,Low,Yes,204,202.04,406.04,525.04,96.04,25.24,33.19,Low,Low Stock
P1272,2024-09-29,S13,362,74,11,76,Yes,Low,Yes,814,201.54,1015.54,1533.54,1171.54,4.89,62.01,Medium,Critical - Reorder Now
P1273,2024-09-30,S19,447,62,7,98,No,High,No,434,144.98,578.98,1012.98,565.98,7.21,19.66,Low,Critical - Reorder Now
P1274,2024-10-01,S8,474,18,7,82,Yes,Medium,No,126,156.46,282.46,408.46,0.0,26.33,31.98,Low,Healthy
P1275,2024-10-02,S2,233,41,7,91,No,Low,No,287,150.0,437.0,724.0,491.0,5.68,62.93,Medium,Critical - Reorder Now
P1276,2024-10-03,S1,50,116,2,74,No,Medium,No,232,86.7,318.7,1130.7,1080.7,0.43,42.57,Medium,Critical - Reorder Now
P1277,2024-10-04,S15,305,83,6,72,Yes,High,No,498,151.5,649.5,1230.5,925.5,3.67,28.13,Low,Critical - Reorder Now
P1278,2024-10-05,S1,261,115,2,61,No,Low,Yes,230,91.69,321.69,1126.69,865.69,2.27,62.11,Medium,Critical - Reorder Now
P1279,2024-10-06,S5,314,72,6,78,No,Medium,No,432,147.52,579.52,1083.52,769.52,4.36,13.3,Low,Critical - Reorder Now
P1280,2024-10-07,S16,124,44,13,83,Yes,Medium,Yes,572,212.25,784.25,1092.25,968.25,2.82,50.74,Medium,Critical - Reorder Now
P1281,2024-10-08,S19,398,63,10,83,No,Low,No,630,186.15,816.15,1257.15,859.15,6.32,14.19,Low,Critical - Reorder Now
P1282,2024-10-09,S4,244,84,3,70,Yes,Medium,No,252,108.07,360.07,948.07,704.07,2.9,29.66,Low,Critical - Reorder Now
P1283,2024-10-10,S3,29,96,14,81,Yes,Medium,No,1344,222.29,1566.29,2238.29,2209.29,0.3,28.46,Low,Critical - Reorder Now
P1284,2024-10-11,S17,425,20,2,74,Yes,High,No,40,86.7,126.7,266.7,0.0,21.25,13.77,Low,Overstock
P1285,2024-10-12,S17,484,66,12,69,Yes,High,No,792,217.08,1009.08,1471.08,987.08,7.33,15.17,Low,Critical - Reorder Now
P1286,2024-10-13,S12,121,8,14,86,Yes,Medium,No,112,217.21,329.21,385.21,264.21,15.12,23.61,Low,Critical - Reorder Now
P1287,2024-10-14,S14,124,49,6,68,Yes,Medium,Yes,294,154.16,448.16,791.16,667.16,2.53,41.95,Medium,Critical - Reorder Now
P1288,2024-10-15,S6,36,94,2,87,No,Low,Yes,188,81.72,269.72,927.72,891.72,0.38,57.33,Medium,Critical - Reorder Now
P1289,2024-10-16,S3,169,32,5,60,Yes,High,No,160,145.58,305.58,529.58,360.58,5.28,17.72,Low,Critical - Reorder Now
P1290,2024-10-17,S9,123,100,2,76,No,Low,No,200,85.94,285.94,985.94,862.94,1.23,32.91,Low,Critical - Reorder Now
P1291,2024-10-18,S5,356,113,3,90,Yes,Medium,No,339,98.67,437.67,1228.67,872.67,3.15,19.4,Low,Critical - Reorder Now
P1292,2024-10-19,S17,34,70,3,69,Yes,Low,Yes,210,108.54,318.54,808.54,774.54,0.49,56.71,Medium,Critical - Reorder Now
P1293,2024-10-20,S14,86,35,6,96,Yes,Medium,No,210,135.55,345.55,590.55,504.55,2.46,16.37,Low,Critical - Reorder Now
P1294,2024-10-21,S3,133,7,6,88,No,High,Yes,42,140.87,182.87,231.87,98.87,19.0,64.53,Medium,Critical - Reorder Now
P1295,2024-10-22,S1,195,12,10,77,No,High,No,120,191.3,311.3,395.3,200.3,16.25,11.19,Low,Critical - Reorder Now
P1296,2024-10-23,S20,273,28,3,97,No,Medium,No,84,95.38,179.38,375.38,102.38,9.75,14.94,Low,Low Stock
P1297,2024-10-24,S1,200,19,3,98,Yes,High,No,57,94.91,151.91,284.91,84.91,10.53,15.02,Low,Low Stock
P1298,2024-10-25,S3,368,47,13,65,No,Medium,No,611,229.85,840.85,1169.85,801.85,7.83,15.27,Low,Critical - Reorder Now
P1299,2024-10-26,S18,284,35,12,99,Yes,Low,No,420,188.88,608.88,853.88,569.88,8.11,17.29,Low,Critical - Reorder Now
P1300,2024-10-27,S10,76,77,13,71,Yes,Medium,Yes,1001,223.98,1224.98,1763.98,1687.98,0.99,70.81,High,Critical - Reorder Now
P1301,2024-10-28,S3,58,107,1,73,No,Low,No,107,61.58,168.58,917.58,859.58,0.54,33.66,Low,Critical - Reorder Now
P1302,2024-10-29,S8,430,49,7,69,No,Medium,Yes,343,165.79,508.79,851.79,421.79,8.78,58.64,Medium,Critical - Reorder Now
P1303,2024-10-30,S14,125,70,13,79,No,High,No,910,216.16,1126.16,1616.16,1491.16,1.79,22.04,Low,Critical - Reorder Now
P1304,2024-10-31,S18,499,12,8,74,Yes,Medium,No,96,173.41,269.41,353.41,0.0,41.58,19.06,Low,Overstock
P1305,2024-11-01,S15,400,75,2,90,No,Medium,No,150,80.56,230.56,755.56,355.56,5.33,13.29,Low,Low Stock
P1306,2024-11-02,S2,108,112,4,66,No,Medium,No,448,126.96,574.96,1358.96,1250.96,0.96,28.41,Low,Critical - Reorder Now
P1307,2024-11-03,S10,223,119,10,69,No,High,Yes,1190,198.16,1388.16,2221.16,1998.16,1.87,66.64,Medium,Critical - Reorder Now
P1308,2024-11-04,S2,495,107,7,69,Yes,Medium,No,749,165.79,914.79,1663.79,1168.79,4.63,28.31,Low,Critical - Reorder Now
P1309,2024-11-05,S17,277,110,8,98,Yes,High,No,880,154.99,1034.99,1804.99,1527.99,2.52,21.77,Low,Critical - Reorder Now
P1310,2024-11-06,S8,67,61,1,87,No,Medium,No,61,57.78,118.78,545.78,478.78,1.1,19.18,Low,Critical - Reorder Now
P1311,2024-11-07,S1,68,84,4,89,No,Low,No,336,114.48,450.48,1038.48,970.48,0.81,12.96,Low,Critical - Reorder Now
P1312,2024-11-08,S9,164,103,6,96,No,Medium,No,618,135.55,753.55,1474.55,1310.55,1.59,49.56,Medium,Critical - Reorder Now
P1313,2024-11-09,S11,488,34,3,62,No,Low,No,102,111.83,213.83,451.83,0.0,14.35,44.5,Medium,Healthy
P1314,2024-11-10,S16,304,78,5,74,Yes,High,No,390,137.09,527.09,1073.09,769.09,3.9,19.84,Low,Critical - Reorder Now
P1315,2024-11-11,S7,396,106,10,80,No,High,Yes,1060,188.73,1248.73,1990.73,1594.73,3.74,46.94,Medium,Critical - Reorder Now
P1316,2024-11-12,S10,161,22,9,96,No,Medium,No,198,166.02,364.02,518.02,357.02,7.32,16.07,Low,Critical - Reorder Now
P1317,2024-11-13,S3,364,118,11,71,Yes,High,No,1298,206.04,1504.04,2330.04,1966.04,3.08,19.8,Low,Critical - Reorder Now
P1318,2024-11-14,S18,341,73,13,63,Yes,Medium,No,949,231.81,1180.81,1691.81,1350.81,4.67,15.06,Low,Critical - Reorder Now
P1319,2024-11-15,S13,308,97,3,68,No,High,No,291,109.01,400.01,1079.01,771.01,3.18,7.04,Low,Critical - Reorder Now
P1320,2024-11-16,S7,378,43,5,98,No,Low,No,215,122.53,337.53,638.53,260.53,8.79,12.62,Low,Low Stock
P1321,2024-11-17,S4,342,64,8,87,No,High,Yes,512,163.43,675.43,1123.43,781.43,5.34,21.91,Low,Critical - Reorder Now
P1322,2024-11-18,S13,434,102,6,82,Yes,Low,Yes,612,144.86,756.86,1470.86,1036.86,4.25,65.14,Medium,Critical - Reorder Now
P1323,2024-11-19,S20,386,47,4,99,No,Medium,Yes,188,109.05,297.05,626.05,240.05,8.21,58.33,Medium,Low Stock
P1324,2024-11-20,S1,41,49,8,81,Yes,Medium,No,392,168.03,560.03,903.03,862.03,0.84,14.51,Low,Critical - Reorder Now
P1325,2024-11-21,S8,353,27,11,83,No,Medium,No,297,195.24,492.24,681.24,328.24,13.07,20.32,Low,Critical - Reorder Now
P1326,2024-11-22,S14,415,73,3,85,No,Low,No,219,101.02,320.02,831.02,416.02,5.68,17.63,Low,Low Stock
P1327,2024-11-23,S16,108,98,3,89,Yes,Medium,Yes,294,99.14,393.14,1079.14,971.14,1.1,67.3,Medium,Critical - Reorder Now
P1328,2024-11-24,S14,50,10,4,92,Yes,Medium,No,40,112.85,152.85,222.85,172.85,5.0,13.14,Low,Critical - Reorder Now
P1329,2024-11-25,S12,249,60,9,75,No,Low,No,540,183.11,723.11,1143.11,894.11,4.15,33.45,Low,Critical - Reorder Now
P1330,2024-11-26,S19,496,114,5,81,No,High,No,570,132.84,702.84,1500.84,1004.84,4.35,20.51,Low,Critical - Reorder Now
P1331,2024-11-27,S15,340,112,8,77,Yes,Medium,No,896,171.1,1067.1,1851.1,1511.1,3.04,12.62,Low,Critical - Reorder Now
P1332,2024-11-28,S2,429,8,6,66,No,High,No,48,155.49,203.49,259.49,0.0,53.62,4.29,Low,Overstock
P1333,2024-11-29,S2,382,97,3,85,No,High,No,291,101.02,392.02,1071.02,689.02,3.94,12.31,Low,Critical - Reorder Now
P1334,2024-11-30,S19,491,27,8,67,Yes,Medium,No,216,178.78,394.78,583.78,92.78,18.19,25.26,Low,Low Stock
P1335,2024-12-01,S17,20,10,12,65,No,Medium,No,120,220.84,340.84,410.84,390.84,2.0,24.9,Low,Critical - Reorder Now
P1336,2024-12-02,S20,299,36,9,89,No,Low,Yes,324,171.72,495.72,747.72,448.72,8.31,66.03,Medium,Critical - Reorder Now
P1337,2024-12-03,S10,138,110,8,98,Yes,Low,No,880,154.99,1034.99,1804.99,1666.99,1.25,16.63,Low,Critical - Reorder Now
P1338,2024-12-04,S6,358,22,13,82,No,Medium,No,286,213.22,499.22,653.22,295.22,16.27,17.21,Low,Critical - Reorder Now
P1339,2024-12-05,S15,323,19,4,91,Yes,High,Yes,76,113.39,189.39,322.39,0.0,17.0,33.54,Low,Healthy
P1340,2024-12-06,S11,498,44,14,81,No,Low,No,616,222.29,838.29,1146.29,648.29,11.32,11.37,Low,Critical - Reorder Now
P1341,2024-12-07,S5,384,100,14,68,No,Low,No,1400,235.48,1635.48,2335.48,1951.48,3.84,8.31,Low,Critical - Reorder Now
P1342,2024-12-08,S1,91,77,13,90,No,Medium,Yes,1001,205.4,1206.4,1745.4,1654.4,1.18,68.87,Medium,Critical - Reorder Now
P1343,2024-12-09,S8,446,105,11,66,No,Medium,No,1155,210.53,1365.53,2100.53,1654.53,4.25,29.74,Low,Critical - Reorder Now
P1344,2024-12-10,S12,279,78,6,68,Yes,Medium,No,468,154.16,622.16,1168.16,889.16,3.58,40.46,Medium,Critical - Reorder Now
P1345,2024-12-11,S12,124,88,1,72,No,Medium,No,88,61.85,149.85,765.85,641.85,1.41,25.87,Low,Critical - Reorder Now
P1346,2024-12-12,S5,482,10,4,62,No,Low,Yes,40,129.13,169.13,239.13,0.0,48.2,65.49,Medium,Overstock
P1347,2024-12-13,S7,396,116,8,94,Yes,Low,No,928,158.06,1086.06,1898.06,1502.06,3.41,17.1,Low,Critical - Reorder Now
P1348,2024-12-14,S4,110,67,1,92,No,Low,Yes,67,56.43,123.43,592.43,482.43,1.64,80.53,High,Critical - Reorder Now
P1349,2024-12-15,S6,353,71,3,80,Yes,High,No,213,103.37,316.37,813.37,460.37,4.97,9.04,Low,Low Stock
P1350,2024-12-16,S13,138,110,1,90,No,Low,Yes,110,56.97,166.97,936.97,798.97,1.25,76.74,High,Critical - Reorder Now
P1351,2024-12-17,S20,483,15,9,93,Yes,Low,No,135,168.46,303.46,408.46,0.0,32.2,53.48,Medium,Healthy
P1352,2024-12-18,S15,434,47,2,91,Yes,Medium,Yes,94,80.18,174.18,503.18,69.18,9.23,68.0,Medium,Low Stock
P1353,2024-12-19,S3,272,21,9,94,Yes,Low,Yes,189,167.65,356.65,503.65,231.65,12.95,64.34,Medium,Critical - Reorder Now
P1354,2024-12-20,S8,98,100,13,74,No,Low,Yes,1300,221.05,1521.05,2221.05,2123.05,0.98,69.36,Medium,Critical - Reorder Now
P1355,2024-12-21,S20,251,8,4,91,No,Low,No,32,113.39,145.39,201.39,0.0,31.38,11.23,Low,Overstock
P1356,2024-12-22,S16,337,67,2,65,No,Medium,No,134,90.16,224.16,693.16,356.16,5.03,13.59,Low,Low Stock
P1357,2024-12-23,S13,103,72,4,80,Yes,Low,Yes,288,119.36,407.36,911.36,808.36,1.43,62.67,Medium,Critical - Reorder Now
P1358,2024-12-24,S18,213,85,12,92,No,Low,No,1020,195.46,1215.46,1810.46,1597.46,2.51,11.91,Low,Critical - Reorder Now
P1359,2024-12-25,S10,248,45,11,91,No,High,No,495,188.04,683.04,998.04,750.04,5.51,19.16,Low,Critical - Reorder Now
P1360,2024-12-26,S19,151,87,11,78,No,High,No,957,199.74,1156.74,1765.74,1614.74,1.74,32.33,Low,Critical - Reorder Now
P1361,2024-12-27,S17,249,9,10,92,Yes,High,Yes,90,178.43,268.43,331.43,82.43,27.67,59.22,Medium,Critical - Reorder Now
P1362,2024-12-28,S19,274,36,6,87,Yes,High,No,216,141.54,357.54,609.54,335.54,7.61,21.91,Low,Critical - Reorder Now
P1363,2024-12-29,S5,164,90,11,90,No,Medium,No,990,188.94,1178.94,1808.94,1644.94,1.82,8.27,Low,Critical - Reorder Now
P1364,2024-12-30,S9,486,74,7,80,Yes,High,No,518,157.9,675.9,1193.9,707.9,6.57,13.62,Low,Critical - Reorder Now
P1365,2024-12-31,S12,340,39,3,93,Yes,Low,No,117,97.26,214.26,487.26,147.26,8.72,32.55,Low,Low Stock
P1366,2025-01-01,S1,7,26,3,74,Yes,High,Yes,78,106.19,184.19,366.19,359.19,0.27,73.51,High,Critical - Reorder Now
P1367,2025-01-02,S1,283,69,12,73,No,Medium,No,828,213.32,1041.32,1524.32,1241.32,4.1,13.44,Low,Critical - Reorder Now
P1368,2025-01-03,S15,4,88,10,78,No,High,Yes,880,190.44,1070.44,1686.44,1682.44,0.05,57.65,Medium,Critical - Reorder Now
P1369,2025-01-04,S2,144,26,12,74,No,High,No,312,212.38,524.38,706.38,562.38,5.54,31.58,Low,Critical - Reorder Now
P1370,2025-01-05,S16,100,116,8,65,Yes,Medium,Yes,928,180.31,1108.31,1920.31,1820.31,0.86,37.2,Low,Critical - Reorder Now
P1371,2025-01-06,S8,163,15,5,68,No,Medium,No,75,140.73,215.73,320.73,157.73,10.87,30.22,Low,Critical - Reorder Now
P1372,2025-01-07,S13,373,81,4,96,Yes,Medium,Yes,324,110.68,434.68,1001.68,628.68,4.6,62.3,Medium,Critical - Reorder Now
P1373,2025-01-08,S1,146,110,7,79,No,Medium,No,770,158.62,928.62,1698.62,1552.62,1.33,13.79,Low,Critical - Reorder Now
P1374,2025-01-09,S16,63,7,7,93,No,Medium,No,49,148.57,197.57,246.57,183.57,9.0,21.31,Low,Critical - Reorder Now
P1375,2025-01-10,S7,90,13,13,97,No,Medium,No,169,198.55,367.55,458.55,368.55,6.92,14.04,Low,Critical - Reorder Now
P1376,2025-01-11,S5,116,64,9,85,Yes,Low,Yes,576,174.97,750.97,1198.97,1082.97,1.81,17.69,Low,Critical - Reorder Now
P1377,2025-01-12,S3,353,80,9,77,Yes,High,No,720,181.48,901.48,1461.48,1108.48,4.41,14.08,Low,Critical - Reorder Now
P1378,2025-01-13,S12,266,91,5,87,No,High,No,455,129.2,584.2,1221.2,955.2,2.92,19.88,Low,Critical - Reorder Now
P1379,2025-01-14,S16,309,18,13,68,No,Medium,No,234,226.92,460.92,586.92,277.92,17.17,30.62,Low,Critical - Reorder Now
P1380,2025-01-15,S19,172,101,12,91,Yes,Medium,Yes,1212,196.4,1408.4,2115.4,1943.4,1.7,68.8,Medium,Critical - Reorder Now
P1381,2025-01-16,S5,46,22,13,65,No,Low,No,286,229.85,515.85,669.85,623.85,2.09,15.62,Low,Critical - Reorder Now
P1382,2025-01-17,S14,139,117,8,73,No,Low,No,936,174.17,1110.17,1929.17,1790.17,1.19,33.88,Low,Critical - Reorder Now
P1383,2025-01-18,S5,245,109,10,87,No,Medium,No,1090,182.72,1272.72,2035.72,1790.72,2.25,27.3,Low,Critical - Reorder Now
P1384,2025-01-19,S15,148,77,1,83,No,Low,Yes,77,58.87,135.87,674.87,526.87,1.92,67.97,Medium,Low Stock
P1385,2025-01-20,S17,245,27,9,72,Yes,Low,Yes,243,185.55,428.55,617.55,372.55,9.07,55.18,Medium,Critical - Reorder Now
P1386,2025-01-21,S14,394,78,8,71,Yes,Medium,Yes,624,175.71,799.71,1345.71,951.71,5.05,20.88,Low,Critical - Reorder Now
P1387,2025-01-22,S20,486,87,6,78,Yes,Medium,No,522,147.52,669.52,1278.52,792.52,5.59,18.03,Low,Critical - Reorder Now
P1388,2025-01-23,S5,475,51,13,80,No,Medium,No,663,215.18,878.18,1235.18,760.18,9.31,21.18,Low,Critical - Reorder Now
P1389,2025-01-24,S12,4,73,3,86,Yes,Medium,No,219,100.55,319.55,830.55,826.55,0.05,26.01,Low,Critical - Reorder Now
P1390,2025-01-25,S16,464,51,3,78,No,High,No,153,104.31,257.31,614.31,150.31,9.1,8.69,Low,Low Stock
P1391,2025-01-26,S16,183,91,8,83,Yes,High,No,728,166.5,894.5,1531.5,1348.5,2.01,39.46,Low,Critical - Reorder Now
